description,price,rank,link,other_name,g3d_mark,name
,,1153,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+810&id=3428,NVIDIA NVS 810,1.92,NVS 810
,,31,https://www.videocardbenchmark.net/gpu.php?gpu=OpenXT+Display+Driver&id=3560,OpenXT Display Driver,NA,OpenXT Display Driver
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 660 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 35 W",,761,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5400M&id=1541,NVIDIA NVS 5400M,NA,NVS 5400M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 35 W",,651,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5200M&id=2158,NVIDIA NVS 5200M,NA,NVS 5200M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 35 W",,360,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5100M&id=1540,NVIDIA NVS 5100M,NA,NVS 5100M
"Bus Interface: PCI-Express x16, Max Memory Size: 2048 MB, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 35 W",,765,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+510&id=2228,NVIDIA NVS 510,2.06,NVS 510
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 810 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 11 OpenGL 4.5",,364,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+4200M&id=117,NVIDIA NVS 4200M,NA,NVS 4200M
"Bus Interface: PCI-Express x16, Max Memory Size: 1024 MB, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 19.5 W",,350,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+315&id=2808,NVIDIA NVS 315,5.83,NVS 315
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 14 W",,206,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+3100M&id=1539,NVIDIA NVS 3100M,NA,NVS 3100M
"Bus Interface: PCI-Express x16, Max Memory Size: 512 MB, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 19.5 W",,291,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+310&id=2195,NVIDIA NVS 310,3.34,NVS 310
"Bus Interface: PCI-Express x1,x16, Max Memory Size: 512 MB, Core Clock(s): 589 MHz, Memory Clock(s): 1580 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 17.5 W",,186,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+300&id=1538,NVIDIA NVS 300,1.86,NVS 300
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 535 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 14 W",,187,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+2100M&id=1537,NVIDIA NVS 2100M,NA,NVS 2100M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 12288 MB, Core Clock(s): 1417 MHz, Memory Clock(s): 2500 (10000) MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 250 W",,13160,https://www.videocardbenchmark.net/gpu.php?gpu=NVIDIA+TITAN+X&id=3554,NVIDIA TITAN X (Pascal),10.97,NVIDIA TITAN X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 12288 MB, Core Clock(s): 1405 MHz, Memory Clock(s): 11410 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 250 W",,13838,https://www.videocardbenchmark.net/gpu.php?gpu=NVIDIA+TITAN+Xp&id=3728,NVIDIA TITAN Xp,11.53,NVIDIA TITAN Xp
,,80,https://www.videocardbenchmark.net/gpu.php?gpu=nForce+980a%2F780a+SLI&id=1533,NVIDIA nForce 980a/780a SLI,NA,nForce 980a/780a SLI
,,92,https://www.videocardbenchmark.net/gpu.php?gpu=nForce+780a+SLI&id=1532,NVIDIA nForce 780a SLI,NA,nForce 780a SLI
,,140,https://www.videocardbenchmark.net/gpu.php?gpu=nForce+760i+SLI&id=1531,NVIDIA nForce 760i SLI,NA,nForce 760i SLI
,,83,https://www.videocardbenchmark.net/gpu.php?gpu=nForce+750a+SLI&id=1530,NVIDIA nForce 750a SLI,NA,nForce 750a SLI
,,2487,https://www.videocardbenchmark.net/gpu.php?gpu=MxGPU&id=3640,AMD MxGPU,NA,MxGPU
,,4,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY%2FRADEON+9000&id=551,"ATI MOBILITY/RADEON 9000, ATI MOBILITY/RADEON 9000 (Omega 3.8.252)",NA,MOBILITY/RADEON 9000
"Bus Interface: PCIe x16 2.1, Max Memory Size: 512 MB, Core Clock(s): 750 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 13 W",,215,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon.+HD+5470&id=2488,ATI Mobility Radeon. HD 5470,NA,Mobility Radeon. HD 5470
,,27,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+XPRESS+200&id=548,"ATI MOBILITY RADEON XPRESS 200, ATI MOBILITY RADEON XPRESS 200 (Omega 3.8.360)",NA,MOBILITY RADEON XPRESS 200
,,49,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+X600+SE&id=544,ATI MOBILITY RADEON X600 SE,NA,MOBILITY RADEON X600 SE
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 350 MHz, Graphics API Support: DirectX 9.0b OpenGL 2",,66,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+X700&id=545,"ATI MOBILITY RADEON X700, ATI MOBILITY RADEON X700 (Omega 3.8.330), ATI Mobility Radeon X700 (Omega 3.8.442), MOBILITY RADEON X700",NA,MOBILITY RADEON X700
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0b OpenGL 2",,51,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+X600&id=543,"ATI MOBILITY RADEON X600, ATI MOBILITY RADEON X600 (Omega 3.8.252), ATI Mobility Radeon X600 (Omega 3.8.442), MOBILITY RADEON X600",NA,MOBILITY RADEON X600
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0b OpenGL 2",,34,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+X300&id=542,"ATI MOBILITY RADEON X300, ATI MOBILITY RADEON X300 (Omega 2.6.71), ATI MOBILITY RADEON X300 (Omega 3.8.421), ATI Mobility Radeon X300 (Omega 3.8.442)",NA,MOBILITY RADEON X300
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 460 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,82,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X2500&id=540,ATI Mobility Radeon X2500,NA,Mobility Radeon X2500
,,49,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X2300+HD&id=1097,Mobility Radeon X2300 HD,NA,Mobility Radeon X2300 HD
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 480 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,48,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X2300&id=111,ATI Mobility Radeon X2300,NA,Mobility Radeon X2300
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,130,https://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+X1800&id=538,"ATI MOBILITY RADEON X1800, ATI Mobility Radeon X1800 (Omega 3.8.442)",NA,MOBILITY RADEON X1800
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 480 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,135,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1900&id=539,ATI Mobility Radeon X1900,NA,Mobility Radeon X1900
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 470 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,93,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1600&id=536,"AMD Mobility Radeon X1600, ATI Mobility Radeon X1600, ATI Mobility Radeon X1600 (Omega 3.8.442), ATI MOBILITY RADEON X1600(Digital-FLEM MOD), Radeon X1600 Mobility",NA,Mobility Radeon X1600
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 400,550 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,103,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1700&id=537,ATI Mobility Radeon X1700,NA,Mobility Radeon X1700
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 550 MHz, Memory Clock(s): 450 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,33,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1450&id=535,ATI Mobility Radeon X1450,NA,Mobility Radeon X1450
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 445 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,44,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1400&id=533,"ATI Mobility Radeon X1400, ATI Mobility Radeon X1400 (Omega 3.8.360), ATI Mobility Radeon X1400 (Omega 3.8.421), ATI Mobility Radeon X1400 (Omega 3.8.442)",NA,Mobility Radeon X1400
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,40,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1300&id=531,"AMD Mobility Radeon X1300, ATI Mobility Radeon X1300, ATI Mobility Radeon X1300 (Omega 3.8.442)",NA,Mobility Radeon X1300
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 470 MHz, Memory Clock(s): 350 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,40,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+X1350&id=532,"ATI Mobility Radeon X1350, ATI Mobility Radeon X1350 (Omega 3.8.442)",NA,Mobility Radeon X1350
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 700 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 50 W",,1236,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5870&id=526,ATI Mobility Radeon HD 5870,NA,Mobility Radeon HD 5870
,,97,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+serie+4200&id=2644,ATI Mobility Radeon HD serie 4200,NA,Mobility Radeon HD serie 4200
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 625,500,625 MHz, Memory Clock(s): 900,1000,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 31 W",,766,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5850&id=525,ATI Mobility Radeon HD 5850,NA,Mobility Radeon HD 5850
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 675 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,325,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+565v&id=522,ATI Mobility Radeon HD 565v,NA,Mobility Radeon HD 565v
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 26 W",,674,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5730&id=149,"(Vista) ATI Mobility Radeon HD 5730, ATI Mobility Radeon HD 5730",NA,Mobility Radeon HD 5730
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 450,650 MHz, Memory Clock(s): 800,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 15 W",,546,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5650&id=521,ATI Mobility Radeon HD 5650,NA,Mobility Radeon HD 5650
,,714,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5570&id=519,"AMD Mobility Radeon HD 5570, ATI Mobility Radeon HD 5570",NA,Mobility Radeon HD 5570
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,322,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+560v&id=520,ATI Mobility Radeon HD 560v,NA,Mobility Radeon HD 560v
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 450 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,266,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+550v&id=518,ATI Mobility Radeon HD 550v,NA,Mobility Radeon HD 550v
"Bus Interface: PCIe x16 2.1, Max Memory Size: 512 MB, Core Clock(s): 750 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 13 W",,235,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5470&id=58,ATI Mobility Radeon HD 5470,NA,Mobility Radeon HD 5470
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 720 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,200,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+545v&id=517,ATI Mobility Radeon HD 545v,NA,Mobility Radeon HD 545v
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 675 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 11 W",,214,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5450&id=516,"ATI Mobility Radeon HD 5450, ATI Mobility Radeon HD 5450 Series",NA,Mobility Radeon HD 5450
,,188,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+540v&id=514,ATI Mobility Radeon HD 540v,NA,Mobility Radeon HD 540v
"Bus Interface: PCIe x16 2.1, Max Memory Size: 1024 MB, Core Clock(s): 500,550 MHz, Memory Clock(s): 800,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 7 W",,181,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5430&id=515,ATI Mobility Radeon HD 5430,NA,Mobility Radeon HD 5430
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 35 W",,284,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5165&id=511,ATI Mobility Radeon HD 5165,NA,Mobility Radeon HD 5165
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,175,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+530v&id=512,ATI Mobility Radeon HD 530v,NA,Mobility Radeon HD 530v
,,773,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5000&id=2153,"AMD Mobility Radeon HD 5000, ATI Mobility Radeon HD 5000",NA,Mobility Radeon HD 5000
,,479,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5000+Serisi&id=2516,ATI Mobility Radeon HD 5000 Serisi,NA,Mobility Radeon HD 5000 Serisi
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 888,700 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,720,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4870&id=148,"(Vista) ATI Mobility Radeon HD 4870, ATI Mobility Radeon HD 4870",NA,Mobility Radeon HD 4870
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 400,600 MHz, Memory Clock(s): 800,900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,512,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4830&id=506,ATI Mobility Radeon HD 4830,NA,Mobility Radeon HD 4830
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 850,700 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,859,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4850&id=507,"AMD Mobility Radeon HD 4850, ATI Mobility Radeon HD 4850",NA,Mobility Radeon HD 4850
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 675 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,465,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4670&id=505,ATI Mobility Radeon HD 4670,NA,Mobility Radeon HD 4670
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 500,550 MHz, Memory Clock(s): 600,800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,400,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4650&id=504,"ATI Mobility Radeon HD 4650, ATI Mobility Radeon HD 4650 (Engineering Sample)",NA,Mobility Radeon HD 4650
"Bus Interface: PCIe x16 2.0, Max Memory Size: 512 MB, Core Clock(s): 680 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,199,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4570&id=503,ATI Mobility Radeon HD 4570,NA,Mobility Radeon HD 4570
,,148,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4350&id=498,"ATI Mobility Radeon HD 4350, ATI Mobility Radeon HD 4350 Series",NA,Mobility Radeon HD 4350
"Bus Interface: PCIe x16 2.0, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,193,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4550&id=502,ATI Mobility Radeon HD 4550,NA,Mobility Radeon HD 4550
"Bus Interface: PCIe x16 2.0, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,137,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4330&id=497,ATI Mobility Radeon HD 4330,NA,Mobility Radeon HD 4330
"Bus Interface: Internal PCIe x16 1.1, Max Memory Size: 512 MB, Core Clock(s): 590 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,93,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4270&id=496,ATI Mobility Radeon HD 4270,NA,Mobility Radeon HD 4270
"Bus Interface: Internal PCIe x16 1.1, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,99,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4250&id=495,"ATI Mobility Radeon HD 4250, ATI Mobility Radeon HD 4250 Graphics",NA,Mobility Radeon HD 4250
"Bus Interface: Internal PCIe x16 1.1, Max Memory Size: 512 MB, Core Clock(s): 380 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,66,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4225&id=494,ATI Mobility Radeon HD 4225,NA,Mobility Radeon HD 4225
"Bus Interface: PCIe x16 2.0, Max Memory Size: 2 MB, Core Clock(s): 660 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,564,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3870+X2&id=491,ATI Mobility Radeon HD 3870 X2,NA,Mobility Radeon HD 3870 X2
"Bus Interface: Internal PCIe x16 1.1, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,92,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4200&id=493,ATI Mobility Radeon HD 4200,NA,Mobility Radeon HD 4200
"Bus Interface: PCIe x16 2.0, Max Memory Size: 512 MB, Core Clock(s): 580 MHz, Memory Clock(s): 750 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,366,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3850&id=489,ATI Mobility Radeon HD 3850,NA,Mobility Radeon HD 3850
"Bus Interface: PCIe x16 2.0, Max Memory Size: 512 MB, Core Clock(s): 660 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,548,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3870&id=490,ATI Mobility Radeon HD 3870,NA,Mobility Radeon HD 3870
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 680 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,233,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3670&id=488,ATI Mobility Radeon HD 3670,NA,Mobility Radeon HD 3670
"Bus Interface: PCIe x16 2.0, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 500,700 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,214,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3650&id=487,ATI Mobility Radeon HD 3650,NA,Mobility Radeon HD 3650
,,94,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3470+Hybrid+X2&id=486,ATI Mobility Radeon HD 3470 Hybrid X2,NA,Mobility Radeon HD 3470 Hybrid X2
"Bus Interface: PCIe x16 2.0, Max Memory Size: 256 MB, Core Clock(s): 680 MHz, Memory Clock(s): 400,800 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,94,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3470&id=485,ATI Mobility Radeon HD 3470,NA,Mobility Radeon HD 3470
"Bus Interface: PCIe x16 2.0, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,97,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3430&id=483,ATI Mobility Radeon HD 3430,NA,Mobility Radeon HD 3430
"Bus Interface: PCIe x16 2.0, Max Memory Size: 256 MB, Core Clock(s): 500 MHz, Memory Clock(s): 400,700 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,92,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3450&id=484,ATI Mobility Radeon HD 3450,NA,Mobility Radeon HD 3450
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 680 MHz, Memory Clock(s): 750 MHz, Graphics API Support: DirectX 10 OpenGL 2",,190,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+2600+XT&id=479,"ATI Mobility Radeon HD 2600 XT, ATI Mobility Radeon HD 2600 XT (Engineering Sample, ATI MOBILITY RADEON HD 2600 XT/HD 2700",NA,Mobility Radeon HD 2600 XT
"Bus Interface: PCIe x16 1.1, Max Memory Size: 512 MB, Core Clock(s): 400 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 10.1 OpenGL 2",,63,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3410&id=482,ATI Mobility Radeon HD 3410,NA,Mobility Radeon HD 3410
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 500,500 MHz, Memory Clock(s): 400,600 MHz, Graphics API Support: DirectX 10 OpenGL 2",,170,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+2600&id=65,"ATI Mobility Radeon HD 2600, ATI Mobility Radeon HD 2600 (Engineering Sample , ATI Mobility Radeon HD 2600 (Engineering Sample), ATI Mobility Radeon HD 2600 (Microsoft Corporation WDDM 1.1) , ATI MOBILITY RADEON HD 2600 (Omega 3.8.421), ATI Mobility Radeon HD 2600 (Omega 3.8.442)",NA,Mobility Radeon HD 2600
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 600,600 MHz, Memory Clock(s): 400,700 MHz, Graphics API Support: DirectX 10 OpenGL 2",,106,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+2400+XT&id=478,"ATI Mobility Radeon HD 2400 XT, ATI Mobility Radeon HD 2400 XT (Omega 3.8.442)",NA,Mobility Radeon HD 2400 XT
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 10 OpenGL 2",,91,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+2400&id=147,"(DNA-ATi 5.1.7.5x32) ATI Mobility Radeon HD 2400, ATI Mobility Radeon HD 2400, ATI Mobility Radeon HD 2400 (Omega 3.8.442)",NA,Mobility Radeon HD 2400
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 480 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,51,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+2300&id=75,"AMD Mobility Radeon HD 2300, ATI Mobility Radeon HD 2300, ATI Mobility Radeon HD 2300 (Omega 3.8.442)",NA,Mobility Radeon HD 2300
